357;251;255;255;255
358;251;255;255;255
359;251;255;255;255
360;251;255;255;255
362;250;255;255;255
363;250;255;255;255
363;249;255;255;255
364;249;255;255;255
364;248;255;255;255
365;247;255;255;255
366;247;255;255;255
366;246;255;255;255
366;245;255;255;255
367;244;255;255;255
368;243;255;255;255
368;242;255;255;255
369;242;255;255;255
369;241;255;255;255
370;241;255;255;255
371;241;255;255;255
372;241;255;255;255
372;240;255;255;255
372;239;255;255;255
373;239;255;255;255
374;239;255;255;255
375;238;255;255;255
375;237;255;255;255
376;237;255;255;255
376;236;255;255;255
377;236;255;255;255
378;235;255;255;255
378;234;255;255;255
379;233;255;255;255
380;233;255;255;255
380;232;255;255;255
381;232;255;255;255
380;232;255;255;255
379;232;255;255;255
378;232;255;255;255
377;233;255;255;255
376;234;255;255;255
375;234;255;255;255
374;235;255;255;255
373;236;255;255;255
372;236;255;255;255
372;237;255;255;255
372;238;255;255;255
371;238;255;255;255
370;238;255;255;255
370;239;255;255;255
369;240;255;255;255
369;241;255;255;255
368;242;255;255;255
367;242;255;255;255
367;243;255;255;255
366;243;255;255;255
365;243;255;255;255
364;243;255;255;255
364;244;255;255;255
363;244;255;255;255
362;244;255;255;255
362;245;255;255;255
361;245;255;255;255
360;245;255;255;255
360;246;255;255;255
359;246;255;255;255
358;246;255;255;255
357;247;255;255;255
356;247;255;255;255
356;248;255;255;255
357;248;255;255;255
358;248;255;255;255
358;249;255;255;255
359;249;255;255;255
360;249;255;255;255
360;248;255;255;255
361;248;255;255;255
361;247;255;255;255
362;247;255;255;255
362;246;255;255;255
362;245;255;255;255
363;245;255;255;255
363;244;255;255;255
364;243;255;255;255
365;242;255;255;255
365;241;255;255;255
366;241;255;255;255
367;241;255;255;255
367;240;255;255;255
367;239;255;255;255
368;239;255;255;255
369;238;255;255;255
369;237;255;255;255
370;237;255;255;255
371;237;255;255;255
371;236;255;255;255
372;236;255;255;255
373;236;255;255;255
374;236;255;255;255
375;235;255;255;255
376;235;255;255;255
376;234;255;255;255
376;233;255;255;255
377;233;255;255;255
377;232;255;255;255
378;232;255;255;255
379;231;255;255;255
380;230;255;255;255
380;229;255;255;255
381;229;255;255;255
381;230;255;255;255
381;231;255;255;255
381;232;255;255;255
380;232;255;255;255
380;233;255;255;255
380;234;255;255;255
379;234;255;255;255
378;234;255;255;255
378;235;255;255;255
377;235;255;255;255
376;236;255;255;255
375;236;255;255;255
375;237;255;255;255
374;237;255;255;255
373;238;255;255;255
371;238;255;255;255
370;239;255;255;255
369;239;255;255;255
368;239;255;255;255
368;240;255;255;255
367;240;255;255;255
367;241;255;255;255
366;241;255;255;255
364;242;255;255;255
363;242;255;255;255
363;243;255;255;255
362;243;255;255;255
361;243;255;255;255
361;244;255;255;255
360;244;255;255;255
360;245;255;255;255
360;246;255;255;255
359;247;255;255;255
359;248;255;255;255
360;248;255;255;255
361;247;255;255;255
362;247;255;255;255
362;246;255;255;255
363;246;255;255;255
364;245;255;255;255
365;245;255;255;255
365;244;255;255;255
366;244;255;255;255
367;243;255;255;255
367;242;255;255;255
368;242;255;255;255
369;242;255;255;255
370;242;255;255;255
370;241;255;255;255
370;240;255;255;255
371;240;255;255;255
372;240;255;255;255
372;239;255;255;255
373;239;255;255;255
374;239;255;255;255
374;238;255;255;255
375;238;255;255;255
375;237;255;255;255
376;237;255;255;255
376;236;255;255;255
376;235;255;255;255
377;235;255;255;255
377;234;255;255;255
377;233;255;255;255
377;232;255;255;255
377;231;255;255;255
377;230;255;255;255
377;229;255;255;255
377;228;255;255;255
378;228;255;255;255
378;227;255;255;255
378;226;255;255;255
379;226;255;255;255
379;227;255;255;255
378;227;255;255;255
377;227;255;255;255
377;228;255;255;255
377;229;255;255;255
376;229;255;255;255
376;230;255;255;255
375;230;255;255;255
374;231;255;255;255
373;231;255;255;255
372;232;255;255;255
371;233;255;255;255
369;233;255;255;255
369;234;255;255;255
368;234;255;255;255
367;234;255;255;255
366;235;255;255;255
366;236;255;255;255
365;237;255;255;255
365;238;255;255;255
364;238;255;255;255
364;239;255;255;255
363;240;255;255;255
363;241;255;255;255
362;241;255;255;255
362;242;255;255;255
361;242;255;255;255
360;242;255;255;255
359;242;255;255;255
358;242;255;255;255
357;242;255;255;255
357;243;255;255;255
357;244;255;255;255
357;245;255;255;255
357;246;255;255;255
357;247;255;255;255
357;248;255;255;255
357;249;255;255;255
356;250;255;255;255
355;250;255;255;255
354;250;255;255;255
353;250;255;255;255
353;251;255;255;255
352;251;255;255;255
352;252;255;255;255
352;253;255;255;255
352;254;255;255;255
351;254;255;255;255
351;255;255;255;255
350;255;255;255;255
350;254;255;255;255
350;253;255;255;255
350;252;255;255;255
351;252;255;255;255
351;251;255;255;255
352;251;255;255;255
352;250;255;255;255
353;250;255;255;255
353;249;255;255;255
354;249;255;255;255
354;248;255;255;255
355;248;255;255;255
355;247;255;255;255
356;247;255;255;255
356;246;255;255;255
357;246;255;255;255
358;246;255;255;255
358;247;255;255;255
358;248;255;255;255
358;249;255;255;255
357;249;255;255;255
357;250;255;255;255
356;250;255;255;255
356;251;255;255;255
355;251;255;255;255
355;252;255;255;255
354;252;255;255;255
354;251;255;255;255
355;251;255;255;255
355;250;255;255;255
356;250;255;255;255
356;249;255;255;255
357;248;255;255;255
357;247;255;255;255
358;246;255;255;255
359;245;255;255;255
359;244;255;255;255
360;244;255;255;255
360;243;255;255;255
361;242;255;255;255
362;241;255;255;255
363;240;255;255;255
363;239;255;255;255
364;239;255;255;255
364;238;255;255;255
365;238;255;255;255
365;237;255;255;255
366;237;255;255;255
367;237;255;255;255
367;236;255;255;255
368;235;255;255;255
369;235;255;255;255
369;234;255;255;255
370;234;255;255;255
371;234;255;255;255
371;233;255;255;255
